"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"TiuReferenceDatetime6349","TiuReferenceDatetime6349","","","",0,*,"","","","null {[]} {[]}
","TIU REFERENCE DATE/TIME (63.49)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"TiuReferenceDatetime6349.emTiuEntryPointerEm","TiuReferenceDatetime6349.emTiuEntryPointerEm","","","",0,1,"","","","Element {[]} {[]}
","EM - TIU ENTRY POINTER - EM (-1)","EM - TIU ENTRY POINTER - EM (-1)","","","","","","","","","",,,,,"",,,,"TiuReferenceDatetime6349.emTiuEntryPointerEm",0,1,"",""
