"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"EtiologyField612","EtiologyField612","","","",0,*,"","","","null {[]} {[]}
","ETIOLOGY FIELD (61.2)","This StructureDefinition contains the Logical Model for the mapped parts of the source ETIOLOGY FIELD (61.2)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EtiologyField612.name","EtiologyField612.name","","","",0,1,"","","","Element {[]} {[]}
","NAME (-.01)","NAME (-.01)","","","","","","","","","",,,,,"",,,,"EtiologyField612.name",0,1,"",""
