"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"RadnucMedReason752","RadnucMedReason752","","","",0,*,"","","","null {[]} {[]}
","RAD/NUC MED REASON (75.2)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file RAD/NUC MED REASON (75.2)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"RadnucMedReason752.reason","RadnucMedReason752.reason","","","",0,1,"","","","Element {[]} {[]}
","REASON (-.01)","REASON (-.01)","","","","","","","","","",,,,,"",,,,"RadnucMedReason752.reason",0,1,"",""
