"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Findings69106","Findings69106","","","",0,*,"","","","null {[]} {[]}
","FINDINGS (691.06)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Findings69106.findings","Findings69106.findings","","","",0,1,"","","","Element {[]} {[]}
","FINDINGS (-.01)","FINDINGS (-.01)","","","","","","","","","",,,,,"",,,,"Findings69106.findings",0,1,"",""
