"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Fungusyeast6337","Fungusyeast6337","","","",0,*,"","","","null {[]} {[]}
","FUNGUS/YEAST (63.37)","This StructureDefinition contains the Logical Model for the mapped parts of the source FUNGUS/YEAST (63.37)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Fungusyeast6337.fungusyeast","Fungusyeast6337.fungusyeast","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/EtiologyField612]]}
","FUNGUS/YEAST (-.01)","FUNGUS/YEAST (-.01)","","","","","","","","","",,,,,"",,,,"Fungusyeast6337.fungusyeast",0,1,"",""
