"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ParasiteRptRemark6336","ParasiteRptRemark6336","","","",0,*,"","","","null {[]} {[]}
","PARASITE RPT REMARK (63.36)","This StructureDefinition contains the Logical Model for the mapped parts of the source PARASITE RPT REMARK (63.36)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ParasiteRptRemark6336.parasiteRptRemark","ParasiteRptRemark6336.parasiteRptRemark","","","",0,1,"","","","Element {[]} {[]}
","PARASITE RPT REMARK (-.01)","PARASITE RPT REMARK (-.01)","","","","","","","","","",,,,,"",,,,"ParasiteRptRemark6336.parasiteRptRemark",0,1,"",""
