"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"BactRptRemark6333","BactRptRemark6333","","","",0,*,"","","","null {[]} {[]}
","BACT RPT REMARK (63.33)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file BACT RPT REMARK (63.33)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"BactRptRemark6333.bactRptRemark","BactRptRemark6333.bactRptRemark","","","",0,1,"","","","Element {[]} {[]}
","BACT RPT REMARK (-.01)","BACT RPT REMARK (-.01)","","","","","","","","","",,,,,"",,,,"BactRptRemark6333.bactRptRemark",0,1,"",""
