"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"IcdDiagnosis80","IcdDiagnosis80","","","",0,*,"","","","null {[]} {[]}
","ICD DIAGNOSIS (80)","This StructureDefinition contains the Logical Model for the mapped parts of the source ICD DIAGNOSIS (80)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IcdDiagnosis80.codeNumber","IcdDiagnosis80.codeNumber","","","",0,1,"","","","Element {[]} {[]}
","CODE NUMBER (-.01)","CODE NUMBER (-.01)","","","","","","","","","",,,,,"",,,,"IcdDiagnosis80.codeNumber",0,1,"",""
