"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"State5","State5","","","",0,*,"","","","null {[]} {[]}
","STATE (5)","This StructureDefinition contains the Logical Model for the mapped parts of the source STATE (5)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"State5.abbreviation","State5.abbreviation","","","",0,1,"","","","Element {[]} {[]}
","ABBREVIATION (-1)","ABBREVIATION (-1)","","","","","","","","","",,,,,"",,,,"State5.abbreviation",0,1,"",""
