"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"AdverseReactionReporting12085","AdverseReactionReporting12085","","","",0,*,"","","","null {[]} {[]}
","ADVERSE REACTION REPORTING (120.85)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file ADVERSE REACTION REPORTING (120.85)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"AdverseReactionReporting12085.severity","AdverseReactionReporting12085.severity","","","",0,1,"","","","Coding {[]} {[]}
","SEVERITY (-14.5)","SEVERITY (-14.5)","","","","","","","","","",,"preferred","","http://va.gov/fhir/ValueSet/VSVFallergySeverity-vista","",,,,"AdverseReactionReporting12085.severity",0,1,"",""
