"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"GramStain6329","GramStain6329","","","",0,*,"","","","null {[]} {[]}
","GRAM STAIN (63.29)","This StructureDefinition contains the Logical Model for the mapped parts of the source GRAM STAIN (63.29)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"GramStain6329.gramStain","GramStain6329.gramStain","","","",0,1,"","","","Element {[]} {[]}
","GRAM STAIN (-.01)","GRAM STAIN (-.01)","","","","","","","","","",,,,,"",,,,"GramStain6329.gramStain",0,1,"",""
