"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"InterpretationCodePacing69156","InterpretationCodePacing69156","","","",0,*,"","","","null {[]} {[]}
","INTERPRETATION CODE (PACING) (691.56)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file INTERPRETATION CODE (PACING) (691.56)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"InterpretationCodePacing69156.interpretationCodePacing","InterpretationCodePacing69156.interpretationCodePacing","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/EcgInterpretation6933]]}
","INTERPRETATION CODE (PACING) (-.01)","INTERPRETATION CODE (PACING) (-.01)","","","","","","","","","",,,,,"",,,,"InterpretationCodePacing69156.interpretationCodePacing",0,1,"",""
