"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"WlkdCodeLabSect6421","WlkdCodeLabSect6421","","","",0,*,"","","","null {[]} {[]}
","WLKD CODE LAB SECT (64.21)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"WlkdCodeLabSect6421.name","WlkdCodeLabSect6421.name","","","",0,1,"","","","Element {[]} {[]}
","NAME (-.01)","NAME (-.01)","","","","","","","","","",,,,,"",,,,"WlkdCodeLabSect6421.name",0,1,"",""
