"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Location999999906","Location999999906","","","",0,*,"","","","null {[]} {[]}
","LOCATION (9999999.06)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file LOCATION (9999999.06)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Location999999906.name","Location999999906.name","","","",0,1,"","","","Element {[]} {[]}
","NAME (-.01)","NAME (-.01)","","","","","","","","","",,,,,"",,,,"Location999999906.name",0,1,"",""
