"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"IbActionType3501","IbActionType3501","","","",0,*,"","","","null {[]} {[]}
","IB ACTION TYPE (350.1)","This StructureDefinition contains the Logical Model for the mapped parts of the source IB ACTION TYPE (350.1)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IbActionType3501.chargeCategory","IbActionType3501.chargeCategory","","","",0,1,"","","","Element {[]} {[]}
","CHARGE CATEGORY (-.03)","CHARGE CATEGORY (-.03)","","","","","","","","","",,,,,"",,,,"IbActionType3501.chargeCategory",0,1,"",""
