"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Comment6331","Comment6331","","","",0,*,"","","","null {[]} {[]}
","COMMENT (63.31)","This StructureDefinition contains the Logical Model for the mapped parts of the source COMMENT (63.31)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Comment6331.comment","Comment6331.comment","","","",0,1,"","","","Element {[]} {[]}
","COMMENT (-.01)","COMMENT (-.01)","","","","","","","","","",,,,,"",,,,"Comment6331.comment",0,1,"",""
