"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"RadnucMedPatient70","RadnucMedPatient70","","","",0,*,"","","","null {[]} {[]}
","RAD/NUC MED PATIENT (70)","","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"RadnucMedPatient70.Name","RadnucMedPatient70.Name","","","",0,1,"","","","Element {[]} {[]}
","NAME (.01)","NAME (.01)","","","","","","","","","",,,,,"",,,,"RadnucMedPatient70.Name",0,1,"",""
