"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"CodingSystem5065","CodingSystem5065","","","",0,*,"","","","null {[]} {[]}
","CODING SYSTEM (50.65)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file CODING SYSTEM (50.65)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"CodingSystem5065.code","CodingSystem5065.code","","","",0,1,"","","","Element {[]} {[]}
","CODE (-.02)","CODE (-.02)","","","","","","","","","",,,,,"",,,,"CodingSystem5065.code",0,1,"",""
