"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"CountryCode779004","CountryCode779004","","","",0,*,"","","","null {[]} {[]}
","COUNTRY CODE (779.004)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"CountryCode779004.code","CountryCode779004.code","","","",0,1,"","","","Element {[]} {[]}
","CODE (-.01)","CODE (-.01)","","","","","","","","","",,,,,"",,,,"CountryCode779004.code",0,1,"",""
