"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"InterpretationCodeConfig69155","InterpretationCodeConfig69155","","","",0,*,"","","","null {[]} {[]}
","INTERPRETATION CODE (CONFIG) (691.55)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file INTERPRETATION CODE (CONFIG) (691.55)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"InterpretationCodeConfig69155.interpretationCodeConfig","InterpretationCodeConfig69155.interpretationCodeConfig","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/EcgInterpretation6933]]}
","INTERPRETATION CODE (CONFIG) (-.01)","INTERPRETATION CODE (CONFIG) (-.01)","","","","","","","","","",,,,,"",,,,"InterpretationCodeConfig69155.interpretationCodeConfig",0,1,"",""
