"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"VProvider900001006","VProvider900001006","","","",0,*,"","","","null {[]} {[]}
","V PROVIDER (9000010.06)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file V PROVIDER (9000010.06)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"VProvider900001006.provider","VProvider900001006.provider","","","",0,1,"","","","Element {[]} {[]}
","PROVIDER (-.01)","PROVIDER (-.01)","","","","","","","","","",,,,,"",,,,"VProvider900001006.provider",0,1,"",""
