"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"InpatientCptCode46","InpatientCptCode46","","","",0,*,"","","","null {[]} {[]}
","INPATIENT CPT CODE (46)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"InpatientCptCode46.cptCode","InpatientCptCode46.cptCode","","","",0,1,"","","","Element {[]} {[]}
","CPT CODE (-.01)","CPT CODE (-.01)","","","","","","","","","",,,,,"",,,,"InpatientCptCode46.cptCode",0,1,"",""
