"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"CodingSystem892612","CodingSystem892612","","","",0,*,"","","","null {[]} {[]}
","CODING SYSTEM (8926.12)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"CodingSystem892612.code","CodingSystem892612.code","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/Code8926121]]}
","CODE (-.02)","CODE (-.02)","","","","","","","","","",,,,,"",,,,"CodingSystem892612.code",0,1,"",""
