"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"TbRptRemark6341","TbRptRemark6341","","","",0,*,"","","","null {[]} {[]}
","TB RPT REMARK (63.41)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"TbRptRemark6341.tbRptRemark","TbRptRemark6341.tbRptRemark","","","",0,1,"","","","Element {[]} {[]}
","TB RPT REMARK (-.01)","TB RPT REMARK (-.01)","","","","","","","","","",,,,,"",,,,"TbRptRemark6341.tbRptRemark",0,1,"",""
