"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"MedicalPatient690","MedicalPatient690","","","",0,*,"","","","null {[]} {[]}
","MEDICAL PATIENT (690)","This StructureDefinition contains the Logical Model for the mapped parts of the source MEDICAL PATIENT (690)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"MedicalPatient690.name","MedicalPatient690.name","","","",0,1,"","","","Element {[]} {[]}
","NAME (-.01)","NAME (-.01)","","","","","","","","","",,,,,"",,,,"MedicalPatient690.name",0,1,"",""
