"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"WkldCodeLabSect6421","WkldCodeLabSect6421","","","",0,*,"","","","null {[]} {[]}
","WKLD CODE LAB SECT (64.21)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file WKLD CODE LAB SECT (64.21)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"WkldCodeLabSect6421.name","WkldCodeLabSect6421.name","","","",0,1,"","","","Element {[]} {[]}
","NAME (-.01)","NAME (-.01)","","","","","","","","","",,,,,"",,,,"WkldCodeLabSect6421.name",0,1,"",""
