"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Prosthesis1319","Prosthesis1319","","","",0,*,"","","","null {[]} {[]}
","PROSTHESIS (131.9)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file PROSTHESIS (131.9)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Prosthesis1319.name","Prosthesis1319.name","","","",0,1,"","","","Element {[]} {[]}
","NAME (-.01)","NAME (-.01)","","","","","","","","","",,,,,"",,,,"Prosthesis1319.name",0,1,"",""
