"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"TiuReferenceDatetime6347","TiuReferenceDatetime6347","","","",0,*,"","","","null {[]} {[]}
","TIU REFERENCE DATE/TIME (63.47)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"TiuReferenceDatetime6347.cyTiuEntryPointerCy","TiuReferenceDatetime6347.cyTiuEntryPointerCy","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/TiuDocument8925]]}
","CY - TIU ENTRY POINTER - CY (-1)","CY - TIU ENTRY POINTER - CY (-1)","","","","","","","","","",,,,,"",,,,"TiuReferenceDatetime6347.cyTiuEntryPointerCy",0,1,"",""
