"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Title31","Title31","","","",0,*,"","","","null {[]} {[]}
","TITLE (3.1)","This StructureDefinition contains the Logical Model for the mapped parts of the source TITLE (3.1)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Title31.name","Title31.name","","","",0,1,"","","","Element {[]} {[]}
","NAME (-.01)","NAME (-.01)","","","","","","","","","",,,,,"",,,,"Title31.name",0,1,"",""
