"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"VirologyRptRemark6344","VirologyRptRemark6344","","","",0,*,"","","","null {[]} {[]}
","VIROLOGY RPT REMARK (63.44)","This StructureDefinition contains the Logical Model for the mapped parts of the source VIROLOGY RPT REMARK (63.44)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"VirologyRptRemark6344.virologyRptRemark","VirologyRptRemark6344.virologyRptRemark","","","",0,1,"","","","Element {[]} {[]}
","VIROLOGY RPT REMARK (-.01)","VIROLOGY RPT REMARK (-.01)","","","","","","","","","",,,,,"",,,,"VirologyRptRemark6344.virologyRptRemark",0,1,"",""
