"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Provider441","Provider441","","","",0,*,"","","","null {[]} {[]}
","PROVIDER (44.1)","","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Provider441.Provider","Provider441.Provider","","","",0,1,"","","","Element {[]} {[]}
","PROVIDER (.01)","PROVIDER (.01)","","","","","","","","","",,,,,"",,,,"Provider441.Provider",0,1,"",""
