"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"GmrvVitalQualifier12052","GmrvVitalQualifier12052","","","",0,*,"","","","null {[]} {[]}
","GMRV VITAL QUALIFIER (120.52)","This StructureDefinition contains the Logical Model for the mapped parts of the source GMRV VITAL QUALIFIER (120.52)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"GmrvVitalQualifier12052.vuid","GmrvVitalQualifier12052.vuid","","","",0,1,"","","","Coding {[]} {[]}
","VUID (-99.99)","VUID (-99.99)","","","","","","","","","",,"preferred","","http://va.gov/fhir/ValueSet/VSVFVitalsCuffSize-vista","",,,,"GmrvVitalQualifier12052.vuid",0,1,"",""
