"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Specimen63202","Specimen63202","","","",0,*,"","","","null {[]} {[]}
","SPECIMEN (63.202)","This StructureDefinition contains the Logical Model for the mapped parts of the source SPECIMEN (63.202)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Specimen63202.specimen","Specimen63202.specimen","","","",0,1,"","","","Element {[]} {[]}
","SPECIMEN (-.01)","SPECIMEN (-.01)","","","","","","","","","",,,,,"",,,,"Specimen63202.specimen",0,1,"",""
