"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"AccountsReceivableTranstype4303","AccountsReceivableTranstype4303","","","",0,*,"","","","null {[]} {[]}
","ACCOUNTS RECEIVABLE TRANS.TYPE (430.3)","This StructureDefinition contains the Logical Model for the mapped parts of the source ACCOUNTS RECEIVABLE TRANS.TYPE (430.3)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"AccountsReceivableTranstype4303.name","AccountsReceivableTranstype4303.name","","","",0,1,"","","","Coding {[]} {[]}
","NAME (-.01)","NAME (-.01)","","","","","","","","","",,"preferred","","http://va.gov/fhir/ValueSet/VSVFARBillStatus-vista","",,,,"AccountsReceivableTranstype4303.name",0,1,"",""
