"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"MedicationInstruction51","MedicationInstruction51","","","",0,*,"","","","null {[]} {[]}
","MEDICATION INSTRUCTION (51)","","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"MedicationInstruction51.IndicationForUseFlag","MedicationInstruction51.IndicationForUseFlag","","","",0,1,"","","","Element {[]} {[]}
","INDICATION FOR USE FLAG (129)","INDICATION FOR USE FLAG (129)","","","","","","","","","",,,,,"",,,,"MedicationInstruction51.IndicationForUseFlag",0,1,"",""
