"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"IbfbInterfaceTracking360","IbfbInterfaceTracking360","","","",0,*,"","","","null {[]} {[]}
","IB-FB INTERFACE TRACKING (360)","This StructureDefinition contains the Logical Model for the mapped parts of the source IB-FB INTERFACE TRACKING (360)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IbfbInterfaceTracking360.billclaims","IbfbInterfaceTracking360.billclaims","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/Billclaims399]]}
","BILL/CLAIMS (-1.02)","BILL/CLAIMS (-1.02)","","","","","","","","","",,,,,"",,,,"IbfbInterfaceTracking360.billclaims",0,1,"",""
