"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Parasite6334","Parasite6334","","","",0,*,"","","","null {[]} {[]}
","PARASITE (63.34)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file PARASITE (63.34)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Parasite6334.parasite","Parasite6334.parasite","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/EtiologyField612]]}
","PARASITE (-.01)","PARASITE (-.01)","","","","","","","","","",,,,,"",,,,"Parasite6334.parasite",0,1,"",""
