"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Patient44003","Patient44003","","","",0,*,"","","","null {[]} {[]}
","PATIENT (44.003)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Patient44003.lengthOfAppt","Patient44003.lengthOfAppt","","","",0,1,"","","","Element {[]} {[]}
","LENGTH OF APP'T (-1)","LENGTH OF APP'T (-1)","","","","","","","","","",,,,,"",,,,"Patient44003.lengthOfAppt",0,1,"",""
