"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"TiuDocument89259","TiuDocument89259","","","",0,*,"","","","null {[]} {[]}
","TIU DOCUMENT (8925.9)","This StructureDefinition contains the Logical Model for the mapped parts of the source TIU DOCUMENT (8925.9)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"TiuDocument89259.problem","TiuDocument89259.problem","","","",0,1,"","","","Element {[]} {[]}
","PROBLEM (-.02)","PROBLEM (-.02)","","","","","","","","","",,,,,"",,,,"TiuDocument89259.problem",0,1,"",""
