"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"LanguageDatetime207","LanguageDatetime207","","","",0,*,"","","","null {[]} {[]}
","LANGUAGE DATE/TIME (2.07)","","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"LanguageDatetime207.PreferredLanguage","LanguageDatetime207.PreferredLanguage","","","",0,1,"","","","Element {[]} {[]}
","PREFERRED LANGUAGE (.02)","PREFERRED LANGUAGE (.02)","","","","","","","","","",,,,,"",,,,"LanguageDatetime207.PreferredLanguage",0,1,"",""
