"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"VaGeneric506","VaGeneric506","","","",0,*,"","","","null {[]} {[]}
","VA GENERIC (50.6)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"VaGeneric506.codingSystem","VaGeneric506.codingSystem","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/CodingSystem5065]]}
","CODING SYSTEM (-5)","CODING SYSTEM (-5)","","","","","","","","","",,,,,"",,,,"VaGeneric506.codingSystem",0,1,"",""
