"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"TiuReferenceDatetime6319","TiuReferenceDatetime6319","","","",0,*,"","","","null {[]} {[]}
","TIU REFERENCE DATE/TIME (63.19)","This StructureDefinition contains the Logical Model for the mapped parts of the source TIU REFERENCE DATE/TIME (63.19)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"TiuReferenceDatetime6319.spTiuEntryPointerSp","TiuReferenceDatetime6319.spTiuEntryPointerSp","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/TiuDocument8925]]}
","SP - TIU ENTRY POINTER - SP (-1)","SP - TIU ENTRY POINTER - SP (-1)","","","","","","","","","",,,,,"",,,,"TiuReferenceDatetime6319.spTiuEntryPointerSp",0,1,"",""
