"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Mycobacterium6339","Mycobacterium6339","","","",0,*,"","","","null {[]} {[]}
","MYCOBACTERIUM (63.39)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file MYCOBACTERIUM (63.39)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Mycobacterium6339.mycobacterium","Mycobacterium6339.mycobacterium","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/EtiologyField612]]}
","MYCOBACTERIUM (-.01)","MYCOBACTERIUM (-.01)","","","","","","","","","",,,,,"",,,,"Mycobacterium6339.mycobacterium",0,1,"",""
