"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"IcdOperationprocedure801","IcdOperationprocedure801","","","",0,*,"","","","null {[]} {[]}
","ICD OPERATION/PROCEDURE (80.1)","This StructureDefinition contains the Logical Model for the mapped parts of the source ICD OPERATION/PROCEDURE (80.1)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IcdOperationprocedure801.codeNumber","IcdOperationprocedure801.codeNumber","","","",0,1,"","","","Element {[]} {[]}
","CODE NUMBER (-.01)","CODE NUMBER (-.01)","","","","","","","","","",,,,,"",,,,"IcdOperationprocedure801.codeNumber",0,1,"",""
