"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"PendingOutpatientOrders5241105","PendingOutpatientOrders5241105","","","",0,*,"","","","null {[]} {[]}
","PENDING OUTPATIENT ORDERS (52.41105)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file PENDING OUTPATIENT ORDERS (52.41105)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"PendingOutpatientOrders5241105.expandedPatientInstructions","PendingOutpatientOrders5241105.expandedPatientInstructions","","","",0,1,"","","","Element {[]} {[]}
","EXPANDED PATIENT INSTRUCTIONS (-.01)","EXPANDED PATIENT INSTRUCTIONS (-.01)","","","","","","","","","",,,,,"",,,,"PendingOutpatientOrders5241105.expandedPatientInstructions",0,1,"",""
