"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"EcgInterpretation6933","EcgInterpretation6933","","","",0,*,"","","","null {[]} {[]}
","ECG INTERPRETATION (693.3)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EcgInterpretation6933.interpretation","EcgInterpretation6933.interpretation","","","",0,1,"","","","Element {[]} {[]}
","INTERPRETATION (-.01)","INTERPRETATION (-.01)","","","","","","","","","",,,,,"",,,,"EcgInterpretation6933.interpretation",0,1,"",""
