"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"MycologyRptRemark6338","MycologyRptRemark6338","","","",0,*,"","","","null {[]} {[]}
","MYCOLOGY RPT REMARK (63.38)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file MYCOLOGY RPT REMARK (63.38)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"MycologyRptRemark6338.mycologyRptRemark","MycologyRptRemark6338.mycologyRptRemark","","","",0,1,"","","","Element {[]} {[]}
","MYCOLOGY RPT REMARK (-.01)","MYCOLOGY RPT REMARK (-.01)","","","","","","","","","",,,,,"",,,,"MycologyRptRemark6338.mycologyRptRemark",0,1,"",""
