"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"SourceOfAdmission451","SourceOfAdmission451","","","",0,*,"","","","null {[]} {[]}
","SOURCE OF ADMISSION (45.1)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file SOURCE OF ADMISSION (45.1)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"SourceOfAdmission451.ptfCode","SourceOfAdmission451.ptfCode","","","",0,1,"","","","Coding {[]} {[]}
","PTF CODE (-.01)","PTF CODE (-.01)","","","","","","","","","",,"example","","http://va.gov/fhir/ValueSet/VSVFSourceOfAdmission-vista","",,,,"SourceOfAdmission451.ptfCode",0,1,"",""
