"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ImagingLocations791","ImagingLocations791","","","",0,*,"","","","null {[]} {[]}
","IMAGING LOCATIONS (79.1)","This StructureDefinition contains the Logical Model for the mapped parts of the source IMAGING LOCATIONS (79.1)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ImagingLocations791.location","ImagingLocations791.location","","","",0,1,"","","","Element {[]} {[]}
","LOCATION (-.01)","LOCATION (-.01)","","","","","","","","","",,,,,"",,,,"ImagingLocations791.location",0,1,"",""
