"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ExaminationStatus72","ExaminationStatus72","","","",0,*,"","","","null {[]} {[]}
","EXAMINATION STATUS (72)","This StructureDefinition contains the Logical Model for the mapped parts of the source EXAMINATION STATUS (72)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ExaminationStatus72.status","ExaminationStatus72.status","","","",0,1,"","","","Coding {[]} {[]}
","STATUS (-.01)","STATUS (-.01)","","","","","","","","","",,"preferred","","http://va.gov/fhir/ValueSet/RadiologyProcedureStatus-vista","",,,,"ExaminationStatus72.status",0,1,"",""
