"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"RadnucMedProcedures71","RadnucMedProcedures71","","","",0,*,"","","","null {[]} {[]}
","RAD/NUC MED PROCEDURES (71)","This StructureDefinition contains the Logical Model for the mapped parts of the source RAD/NUC MED PROCEDURES (71)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"RadnucMedProcedures71.cptCode","RadnucMedProcedures71.cptCode","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/Cpt81]]}
","CPT CODE (-9)","CPT CODE (-9)","","","","","","","","","",,,,,"",,,,"RadnucMedProcedures71.cptCode",0,1,"",""
