"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"CodeMappings999999918","CodeMappings999999918","","","",0,*,"","","","null {[]} {[]}
","CODE MAPPINGS (9999999.18)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file CODE MAPPINGS (9999999.18)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"CodeMappings999999918.code","CodeMappings999999918.code","","","",0,1,"","","","Element {[]} {[]}
","CODE (-1)","CODE (-1)","","","","","","","","","",,,,,"",,,,"CodeMappings999999918.code",0,1,"",""
