"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"WardLocation42","WardLocation42","","","",0,*,"","","","null {[]} {[]}
","WARD LOCATION (42)","This StructureDefinition contains the Logical Model for the mapped parts of the source WARD LOCATION (42)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"WardLocation42.hospitalLocationFilePointer","WardLocation42.hospitalLocationFilePointer","","","",0,1,"","","","Element {[]} {[]}
","HOSPITAL LOCATION FILE POINTER (-44)","HOSPITAL LOCATION FILE POINTER (-44)","","","","","","","","","",,,,,"",,,,"WardLocation42.hospitalLocationFilePointer",0,1,"",""
