"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"OutpatientSite59","OutpatientSite59","","","",0,*,"","","","null {[]} {[]}
","OUTPATIENT SITE (59)","This StructureDefinition contains the Logical Model for the mapped parts of the source OUTPATIENT SITE (59)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"OutpatientSite59.defaultErxClinic","OutpatientSite59.defaultErxClinic","","","",0,1,"","","","Element {[]} {[]}
","DEFAULT ERX CLINIC (-10)","DEFAULT ERX CLINIC (-10)","","","","","","","","","",,,,,"",,,,"OutpatientSite59.defaultErxClinic",0,1,"",""
