"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Procedures3990304","Procedures3990304","","","",0,*,"","","","null {[]} {[]}
","PROCEDURES (399.0304)","This StructureDefinition contains the Logical Model for the mapped parts of the source PROCEDURES (399.0304)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Procedures3990304.outpatientEncounter","Procedures3990304.outpatientEncounter","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/OutpatientEncounter40968]]}
","OUTPATIENT ENCOUNTER (-20)","OUTPATIENT ENCOUNTER (-20)","","","","","","","","","",,,,,"",,,,"Procedures3990304.outpatientEncounter",0,1,"",""
