"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ImagingType792","ImagingType792","","","",0,*,"","","","null {[]} {[]}
","IMAGING TYPE (79.2)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ImagingType792.typeOfImaging","ImagingType792.typeOfImaging","","","",0,1,"","","","Element {[]} {[]}
","TYPE OF IMAGING (-.01)","TYPE OF IMAGING (-.01)","","","","","","","","","",,,,,"",,,,"ImagingType792.typeOfImaging",0,1,"",""
