"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"PacemakerManufacturer6986","PacemakerManufacturer6986","","","",0,*,"","","","null {[]} {[]}
","PACEMAKER MANUFACTURER (698.6)","-","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"PacemakerManufacturer6986.name","PacemakerManufacturer6986.name","","","",0,1,"","","","Element {[]} {[]}
","NAME (-.01)","NAME (-.01)","","","","","","","","","",,,,,"",,,,"PacemakerManufacturer6986.name",0,1,"",""
