"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Virus6343","Virus6343","","","",0,*,"","","","null {[]} {[]}
","VIRUS (63.43)","This StructureDefinition contains the Logical Model for the mapped parts of the VistA file VIRUS (63.43)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Virus6343.virus","Virus6343.virus","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://va.gov/fhir/StructureDefinition/EtiologyField612]]}
","VIRUS (-.01)","VIRUS (-.01)","","","","","","","","","",,,,,"",,,,"Virus6343.virus",0,1,"",""
