"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"VaProduct5068","VaProduct5068","","","",0,*,"","","","null {[]} {[]}
","VA PRODUCT (50.68)","This StructureDefinition contains the Logical Model for the mapped parts of the source VA PRODUCT (50.68)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"VaProduct5068.vaPrintName","VaProduct5068.vaPrintName","","","",0,1,"","","","Element {[]} {[]}
","VA PRINT NAME (-5)","VA PRINT NAME (-5)","","","","","","","","","",,,,,"",,,,"VaProduct5068.vaPrintName",0,1,"",""
