"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ProviderNarrative999999927","ProviderNarrative999999927","","","",0,*,"","","","null {[]} {[]}
","PROVIDER NARRATIVE (9999999.27)","This StructureDefinition contains the Logical Model for the mapped parts of the source PROVIDER NARRATIVE (9999999.27)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ProviderNarrative999999927.narrative","ProviderNarrative999999927.narrative","","","",0,1,"","","","Element {[]} {[]}
","NARRATIVE (-.01)","NARRATIVE (-.01)","","","","","","","","","",,,,,"",,,,"ProviderNarrative999999927.narrative",0,1,"",""
